OID_,type,subtype,curb_id,dist_s_m,dist_e_m
1040,Curb Cut, ,cGhpbGFkZWxwaGlhOjM5Nzkz,22.7900009,26.7999992
1041,Curb Cut, ,cGhpbGFkZWxwaGlhOjM5Nzk1,30.4500008,36.0600014
1042,Curb Cut, ,cGhpbGFkZWxwaGlhOjM5ODY1,11.9799995,25.3299999
1043,Curb Cut, ,cGhpbGFkZWxwaGlhOjM5ODY1,37.6399994,41.3699989
1044,Curb Cut, ,cGhpbGFkZWxwaGlhOjM5ODY1,44.2999992,68.8600006
1045,Curb Cut, ,cGhpbGFkZWxwaGlhOjM5ODY2,46.0800018,52.7400017
1046,Curb Cut, ,cGhpbGFkZWxwaGlhOjM5ODY2,58.4000015,65.5100021
1047,Bulbout, ,cGhpbGFkZWxwaGlhOjM5OTIx,1.8400000,19.4300003
1048,Bulbout, ,cGhpbGFkZWxwaGlhOjM5OTIx,149.4799957,161.8300018
1049,Curb Cut, ,cGhpbGFkZWxwaGlhOjM5OTIy,6.5999999,9.8500004
1050,Curb Cut, ,cGhpbGFkZWxwaGlhOjM5OTI0,47.9399986,54.2900009
1051,Curb Cut, ,cGhpbGFkZWxwaGlhOjM5OTI0,72.2699966,76.3399963
1052,Curb Cut, ,cGhpbGFkZWxwaGlhOjM5OTI0,87.3000031,93.5999985
1053,Curb Cut, ,cGhpbGFkZWxwaGlhOjM5OTI0,118.4300003,155.8600006
1054,Curb Cut, ,cGhpbGFkZWxwaGlhOjM5OTI1,45.9799995,51.1599998
1055,Curb Cut, ,cGhpbGFkZWxwaGlhOjM5OTI1,54.0099983,65.6200027
1056,Curb Cut, ,cGhpbGFkZWxwaGlhOjM5OTI1,96.6299973,100.7399979
1057,Curb Cut, ,cGhpbGFkZWxwaGlhOjM5OTI1,138.8200073,144.7400055
1058,Curb Cut, ,cGhpbGFkZWxwaGlhOjM5OTI2,28.9899998,42.1699982
1059,Curb Cut, ,cGhpbGFkZWxwaGlhOjM5OTY1,69.7600021,73.6100006
1060,Curb Cut, ,cGhpbGFkZWxwaGlhOjM5OTY2,28.4699993,32.7400017
1061,Curb Cut, ,cGhpbGFkZWxwaGlhOjM5OTY2,37.0200005,40.5000000
1062,Curb Cut, ,cGhpbGFkZWxwaGlhOjM5OTY2,55.8600006,60.0200005
1063,Curb Cut, ,cGhpbGFkZWxwaGlhOjM5OTY2,74.4000015,81.4400024
1064,Construction Zone, ,cGhpbGFkZWxwaGlhOjM5OTY2,81.4899979,95.0199966
1065,Curb Cut, ,cGhpbGFkZWxwaGlhOjM5OTY2,95.2200012,112.0899963
1066,Curb Cut, ,cGhpbGFkZWxwaGlhOjM5OTY3,10.6800003,19.1399994
1067,Curb Cut, ,cGhpbGFkZWxwaGlhOjM5OTcw,16.2299995,28.1299992
1068,Curb Cut, ,cGhpbGFkZWxwaGlhOjM5OTcw,40.1800003,47.4700012
1069,Curb Cut, ,cGhpbGFkZWxwaGlhOjM5OTcw,59.5299988,69.1999969
1070,Curb Cut, ,cGhpbGFkZWxwaGlhOjM5OTcw,86.3499985,93.6800003
1071,Curb Cut, ,cGhpbGFkZWxwaGlhOjM5OTcw,100.7099991,107.2699966
1072,Curb Cut, ,cGhpbGFkZWxwaGlhOjM5OTcx,13.6800003,18.4500008
1073,Curb Cut, ,cGhpbGFkZWxwaGlhOjM5OTcx,66.7300034,69.7600021
1074,Curb Cut, ,cGhpbGFkZWxwaGlhOjM5OTcx,72.0299988,74.7900009
1075,Curb Cut, ,cGhpbGFkZWxwaGlhOjM5OTcx,77.1800003,79.7399979
1076,Curb Cut, ,cGhpbGFkZWxwaGlhOjM5OTcx,82.7900009,85.5000000
1077,Curb Cut, ,cGhpbGFkZWxwaGlhOjM5OTcx,87.8700027,90.6399994
1078,Construction Zone, ,cGhpbGFkZWxwaGlhOjM5OTcy,0.0000000,16.7000008
1079,Curb Cut, ,cGhpbGFkZWxwaGlhOjM5OTcy,17.6700001,25.6299992
1080,Curb Cut, ,cGhpbGFkZWxwaGlhOjM5OTcy,30.2900009,34.7000008
1081,Curb Cut, ,cGhpbGFkZWxwaGlhOjM5OTcz,59.4000015,65.8700027
1082,Construction Zone, ,cGhpbGFkZWxwaGlhOjM5OTcz,65.8700027,77.7600021
1083,Curb Cut, ,cGhpbGFkZWxwaGlhOjM5OTcz,81.4499969,84.5899963
1084,Curb Cut, ,cGhpbGFkZWxwaGlhOjM5OTcz,88.2600021,93.1399994
1085,Curb Cut, ,cGhpbGFkZWxwaGlhOjM5OTc1,20.1800003,23.0000000
1086,Curb Cut, ,cGhpbGFkZWxwaGlhOjM5OTc1,26.6399994,29.7500000
1087,Curb Cut, ,cGhpbGFkZWxwaGlhOjM5OTc1,31.8600006,39.2900009
1088,Curb Cut, ,cGhpbGFkZWxwaGlhOjM5OTc2,16.9300003,21.8899994
1089,Curb Cut, ,cGhpbGFkZWxwaGlhOjM5OTc2,24.6700001,27.6299992
1090,Curb Cut, ,cGhpbGFkZWxwaGlhOjM5OTc2,28.7600002,37.7700005
1091,Curb Cut, ,cGhpbGFkZWxwaGlhOjM5OTg5,11.7900000,20.3299999
1092,Curb Cut, ,cGhpbGFkZWxwaGlhOjM5OTg5,35.0699997,40.0000000
1093,Curb Cut, ,cGhpbGFkZWxwaGlhOjM5OTg5,42.5999985,52.6199989
1094,Bulbout, ,cGhpbGFkZWxwaGlhOjQwMDA3,1.6600000,5.7300000
1095,Bulbout, ,cGhpbGFkZWxwaGlhOjQwMDA3,96.0000000,97.5400009
1096,Curb Cut, ,cGhpbGFkZWxwaGlhOjQwMTEw,1.7000000,31.6000004
1097,Curb Cut, ,cGhpbGFkZWxwaGlhOjQwMjQ3,43.8899994,47.6100006
1098,Curb Cut, ,cGhpbGFkZWxwaGlhOjQwMjQ3,88.3199997,98.1299973
1099,Curb Cut, ,cGhpbGFkZWxwaGlhOjQwMjQ3,100.1999969,103.2699966
1100,Curb Cut, ,cGhpbGFkZWxwaGlhOjQwMjQ3,106.5899963,113.4300003
1101,Curb Cut, ,cGhpbGFkZWxwaGlhOjQwMjQ4,51.0200005,54.9399986
1102,Curb Cut, ,cGhpbGFkZWxwaGlhOjQwMjQ4,72.2799988,75.9199982
1103,Curb Cut, ,cGhpbGFkZWxwaGlhOjQwMjQ4,93.8499985,97.3700027
1104,Curb Cut, ,cGhpbGFkZWxwaGlhOjQwMjQ4,101.2799988,104.7600021
1105,Curb Cut, ,cGhpbGFkZWxwaGlhOjQwMjQ5,44.6199989,58.9799995
1106,Curb Cut, ,cGhpbGFkZWxwaGlhOjQwMjUw,50.0299988,57.2599983
1107,Curb Cut, ,cGhpbGFkZWxwaGlhOjQwMjUx,2.5599999,25.8400002
1108,Curb Cut, ,cGhpbGFkZWxwaGlhOjQwMjUx,29.2399998,32.0000000
1109,Curb Cut, ,cGhpbGFkZWxwaGlhOjQwMjUx,34.3300018,37.3600006
1110,Curb Cut, ,cGhpbGFkZWxwaGlhOjQwMjUy,29.2000008,34.4900017
1111,Curb Cut, ,cGhpbGFkZWxwaGlhOjQwMjUy,45.1399994,49.4000015
1112,Curb Cut, ,cGhpbGFkZWxwaGlhOjQwMjUy,76.8600006,79.8499985
1113,Curb Cut, ,cGhpbGFkZWxwaGlhOjQwMjUy,93.3799973,96.3000031
1114,Curb Cut, ,cGhpbGFkZWxwaGlhOjQwMjUy,98.6100006,102.0100021
1115,Curb Cut, ,cGhpbGFkZWxwaGlhOjQwMjUz,23.1000004,25.4300003
1116,Curb Paint,Yellow,cGhpbGFkZWxwaGlhOjQwMjUz,25.4300003,26.7099991
1117,Curb Cut, ,cGhpbGFkZWxwaGlhOjQwMjUz,32.6800003,36.2700005
1118,Curb Cut, ,cGhpbGFkZWxwaGlhOjQwMjUz,55.5000000,59.7000008
1119,Curb Cut, ,cGhpbGFkZWxwaGlhOjQwMjU0,0.2200000,3.1500001
1120,Curb Cut, ,cGhpbGFkZWxwaGlhOjQwMjU0,13.1599998,18.7099991
1121,Curb Cut, ,cGhpbGFkZWxwaGlhOjQwMjU0,20.8999996,26.3700008
1122,Curb Cut, ,cGhpbGFkZWxwaGlhOjQwMjU0,27.8700008,30.4799995
1123,Curb Cut, ,cGhpbGFkZWxwaGlhOjQwMjU1,42.2500000,45.7700005
1124,Curb Cut, ,cGhpbGFkZWxwaGlhOjQwMjU1,47.7999992,50.9700012
1125,Curb Cut, ,cGhpbGFkZWxwaGlhOjQwMjU1,53.2099991,56.5800018
1126,Curb Cut, ,cGhpbGFkZWxwaGlhOjQwMjU2,8.8100004,14.3400002
1127,Curb Cut, ,cGhpbGFkZWxwaGlhOjQwMjU2,19.3099995,30.4899998
1128,Curb Cut, ,cGhpbGFkZWxwaGlhOjQwMjU2,38.5699997,42.3100014
1129,Curb Cut, ,cGhpbGFkZWxwaGlhOjQwMjU2,51.3899994,64.6900024
1130,Curb Cut, ,cGhpbGFkZWxwaGlhOjQwMjU2,70.7799988,75.0500031
1131,Curb Paint,Yellow,cGhpbGFkZWxwaGlhOjQwMzc3,14.9600000,15.1199999
1132,Curb Cut, ,cGhpbGFkZWxwaGlhOjQwMzc3,15.1199999,37.1199989
1133,Curb Paint,Yellow,cGhpbGFkZWxwaGlhOjQwMzc4,24.2700005,29.8500004
1134,Curb Cut, ,cGhpbGFkZWxwaGlhOjQwMzc4,29.8500004,39.1300011
1135,Curb Paint,Yellow,cGhpbGFkZWxwaGlhOjQwMzc4,39.1300011,39.7200012
1136,Curb Cut, ,cGhpbGFkZWxwaGlhOjQwMzc4,40.2799988,44.4399986
1137,Curb Cut, ,cGhpbGFkZWxwaGlhOjQwMzgx,20.8700008,30.1900005
1138,Curb Cut, ,cGhpbGFkZWxwaGlhOjQwMzgz,23.6700001,28.0799999
1139,Curb Cut, ,cGhpbGFkZWxwaGlhOjQwMzg0,33.8199997,38.7099991
1140,Curb Cut, ,cGhpbGFkZWxwaGlhOjQwMzk1,0.0000000,12.4399996
1141,Curb Cut, ,cGhpbGFkZWxwaGlhOjQwMzk1,33.6399994,42.2200012
1142,Curb Cut, ,cGhpbGFkZWxwaGlhOjQwMzk1,58.0400009,65.8300018
1143,Curb Cut, ,cGhpbGFkZWxwaGlhOjQwMzk1,80.5500031,86.3600006
1144,Curb Cut, ,cGhpbGFkZWxwaGlhOjQwMzk2,19.1900005,24.6299992
1145,Curb Cut, ,cGhpbGFkZWxwaGlhOjQwMzk2,27.6499996,33.3899994
1146,Curb Cut, ,cGhpbGFkZWxwaGlhOjQwMzk2,34.7599983,39.2900009
1147,Curb Cut, ,cGhpbGFkZWxwaGlhOjQwMzk3,44.1899986,55.9599991
1148,Curb Cut, ,cGhpbGFkZWxwaGlhOjQwMzk5,5.8200002,13.5000000
1149,Curb Cut, ,cGhpbGFkZWxwaGlhOjQwMzk5,17.5499992,24.9799995
1150,Curb Cut, ,cGhpbGFkZWxwaGlhOjQwMzk5,30.0200005,36.7599983
1151,Curb Cut, ,cGhpbGFkZWxwaGlhOjQwMzk5,42.1500015,48.7400017
1152,Curb Cut, ,cGhpbGFkZWxwaGlhOjQwNDAw,28.3600006,29.7299995
1153,Curb Cut, ,cGhpbGFkZWxwaGlhOjQwNDAx,26.7199993,32.5900002
1154,Curb Cut, ,cGhpbGFkZWxwaGlhOjQwNTA1,0.0000000,8.5900002
1155,Curb Cut, ,cGhpbGFkZWxwaGlhOjQwNTA2,4.8099999,9.6199999
1156,Curb Cut, ,cGhpbGFkZWxwaGlhOjQwNTA3,55.5400009,61.9000015
1157,Curb Cut, ,cGhpbGFkZWxwaGlhOjQwNTA4,42.3499985,79.6399994
1158,Curb Cut, ,cGhpbGFkZWxwaGlhOjQwNTA5,37.9399986,45.9500008
1159,Curb Cut, ,cGhpbGFkZWxwaGlhOjQwNTEw,27.1900005,31.3099995
1160,Curb Cut, ,cGhpbGFkZWxwaGlhOjQwNTEw,44.3499985,49.9500008
1161,Curb Cut, ,cGhpbGFkZWxwaGlhOjQwNTEx,27.6000004,32.0000000
1162,Pavement Marking,Bike,cGhpbGFkZWxwaGlhOjQwNTgy,0.3300000,45.4099998
1163,Empty Curb, ,cGhpbGFkZWxwaGlhOjQwNTgz,0.0000000,9.6229296
1164,Curb Cut, ,cGhpbGFkZWxwaGlhOjQwNTg0,4.0799999,10.2200003
1165,Curb Cut, ,cGhpbGFkZWxwaGlhOjQwNTg0,49.5699997,57.7200012
1166,Curb Cut, ,cGhpbGFkZWxwaGlhOjQwNTg0,69.1299973,79.5100021
1167,Curb Cut, ,cGhpbGFkZWxwaGlhOjQwNTg3,60.7400017,66.5299988
1168,Pavement Marking,Bike,cGhpbGFkZWxwaGlhOjQwNTg4,3.2300000,65.4800034
1169,Curb Cut, ,cGhpbGFkZWxwaGlhOjQwNTg5,4.0400000,10.9300003
1170,Curb Cut, ,cGhpbGFkZWxwaGlhOjQwNjc5,2.8099999,23.0100002
1171,Curb Cut, ,cGhpbGFkZWxwaGlhOjQwNjgw,0.3800000,11.4099998
1172,Curb Cut, ,cGhpbGFkZWxwaGlhOjQwNzUx,0.2200000,4.0300002
1173,Curb Cut, ,cGhpbGFkZWxwaGlhOjQwNzUx,8.3299999,15.2799997
1174,Curb Cut, ,cGhpbGFkZWxwaGlhOjQwNzUy,21.3899994,27.4400005
1175,Curb Cut, ,cGhpbGFkZWxwaGlhOjQwNzUz,10.3000002,15.0500002
1176,Curb Cut, ,cGhpbGFkZWxwaGlhOjQwNzU0,6.1700001,9.2600002
1177,Curb Cut, ,cGhpbGFkZWxwaGlhOjQwODEx,10.8800001,19.7299995
1178,Curb Cut, ,cGhpbGFkZWxwaGlhOjQwODEy,33.7900009,45.4700012
1179,Curb Cut, ,cGhpbGFkZWxwaGlhOjQwODEz,39.7599983,44.0299988
1180,Curb Cut, ,cGhpbGFkZWxwaGlhOjQwODE0,36.9300003,41.3899994
1181,Curb Cut, ,cGhpbGFkZWxwaGlhOjQwODE0,84.1200027,86.9499969
1182,Curb Cut, ,cGhpbGFkZWxwaGlhOjQwODE1,52.8800011,58.8499985
1183,Pavement Marking,Diagonal Lines,cGhpbGFkZWxwaGlhOjQwODE1,100.1900024,100.7300034
1184,Curb Cut, ,cGhpbGFkZWxwaGlhOjQwODE1,100.7300034,106.5100021
1185,Curb Cut, ,cGhpbGFkZWxwaGlhOjQwODE2,59.2900009,65.1800003
1186,Curb Cut, ,cGhpbGFkZWxwaGlhOjQwODE2,98.8099976,103.0299988
1187,Construction Zone, ,cGhpbGFkZWxwaGlhOjQwODIy,36.2400017,52.7400017
1188,Curb Paint,Yellow,cGhpbGFkZWxwaGlhOjQwODI0,2.4600000,10.6999998
1189,Curb Paint,Yellow,cGhpbGFkZWxwaGlhOjQwODc2,0.0000000,45.0499992
1190,Curb Cut, ,cGhpbGFkZWxwaGlhOjQwODc3,13.0699997,20.1800003
1191,Curb Cut, ,cGhpbGFkZWxwaGlhOjQwODc5,81.8499985,88.7900009
1192,Curb Cut, ,cGhpbGFkZWxwaGlhOjQwODgw,79.6999969,83.9300003
1193,Pavement Marking,Bike,cGhpbGFkZWxwaGlhOjQxMzU5,0.4100000,22.0300007
1194,Curb Cut, ,cGhpbGFkZWxwaGlhOjQxMzU5,22.0300007,26.4899998
1195,Pavement Marking,Bike,cGhpbGFkZWxwaGlhOjQxMzU5,26.4899998,72.2200012
1196,Curb Cut, ,cGhpbGFkZWxwaGlhOjQxMzYx,45.8800011,52.1199989
1197,No-Parking Curb, ,cGhpbGFkZWxwaGlhOjQxMzYy,0.0000000,78.9497986
1198,Curb Cut, ,cGhpbGFkZWxwaGlhOjQxMzYz,58.9000015,70.7600021
1199,Curb Cut, ,cGhpbGFkZWxwaGlhOjQxMzY1,0.0000000,6.7600002
1200,Pavement Marking,Bike,cGhpbGFkZWxwaGlhOjQxMzY2,8.8500004,31.0499992
1201,Curb Cut, ,cGhpbGFkZWxwaGlhOjQxMzY2,31.0499992,35.6199989
1202,Pavement Marking,Bike,cGhpbGFkZWxwaGlhOjQxMzY2,35.6199989,66.4400024
1203,Curb Cut, ,cGhpbGFkZWxwaGlhOjQxMzc0,72.2099991,76.9400024
1204,Pavement Marking,Diagonal Lines,cGhpbGFkZWxwaGlhOjQxMzk0,5.8499999,12.3299999
1205,Curb Cut, ,cGhpbGFkZWxwaGlhOjQxMzk2,0.1200000,9.9200001
1206,Curb Cut, ,cGhpbGFkZWxwaGlhOjQxMzk2,12.3500004,19.2700005
1207,Curb Cut, ,cGhpbGFkZWxwaGlhOjQxMzk4,35.5999985,42.0200005
1208,Curb Cut, ,cGhpbGFkZWxwaGlhOjQxMzk5,60.0099983,64.9100037
1209,Construction Zone, ,cGhpbGFkZWxwaGlhOjQxNDAw,1.0400000,56.1899986
1210,Curb Cut, ,cGhpbGFkZWxwaGlhOjQxNDAw,57.2200012,61.3600006
1211,Curb Cut, ,cGhpbGFkZWxwaGlhOjQxOTM0,56.6699982,63.9799995
1212,Bulbout, ,cGhpbGFkZWxwaGlhOjQxOTQ0,2.3800001,13.1099997
1213,Curb Cut, ,cGhpbGFkZWxwaGlhOjQxOTQ0,36.0400009,42.9500008
1214,Curb Cut, ,cGhpbGFkZWxwaGlhOjQxOTQ0,54.9199982,61.8499985
1215,Curb Cut, ,cGhpbGFkZWxwaGlhOjQxOTQ0,95.7799988,106.8799973
1216,Pavement Marking,Bike,cGhpbGFkZWxwaGlhOjQxOTQ0,218.7299957,224.4299927
1217,Curb Cut, ,cGhpbGFkZWxwaGlhOjQxOTQ0,224.4299927,252.7799988
1218,Curb Cut, ,cGhpbGFkZWxwaGlhOjQxOTQ1,23.9899998,35.3400002
1219,Curb Cut, ,cGhpbGFkZWxwaGlhOjQxOTQ2,14.9899998,21.7600002
1220,Curb Cut, ,cGhpbGFkZWxwaGlhOjQxOTg2,45.8300018,56.1100006
1221,Curb Cut, ,cGhpbGFkZWxwaGlhOjQyNjcw,47.7700005,52.2999992
1222,Curb Cut, ,cGhpbGFkZWxwaGlhOjQyNzU1,23.7399998,31.4300003
1223,Curb Cut, ,cGhpbGFkZWxwaGlhOjQyNzU1,63.1199989,73.4800034
1224,Bike Rack, ,cGhpbGFkZWxwaGlhOjQyODQ2,27.5599995,53.9500008
1225,Construction Zone, ,cGhpbGFkZWxwaGlhOjQyODQ3,112.8600006,128.4799957
1226,Curb Cut, ,cGhpbGFkZWxwaGlhOjQyODUw,72.5899963,88.6100006
1227,Curb Cut, ,cGhpbGFkZWxwaGlhOjQyODUy,11.1700001,21.7099991
1228,Curb Cut, ,cGhpbGFkZWxwaGlhOjQyODUy,32.4599991,37.0200005
1229,Curb Cut, ,cGhpbGFkZWxwaGlhOjQyODUz,43.5099983,53.8699989
1230,Curb Cut, ,cGhpbGFkZWxwaGlhOjQyODUz,81.1500015,81.4100037
1231,Curb Paint,Yellow,cGhpbGFkZWxwaGlhOjQyODU0,41.3300018,43.2200012
1232,Curb Cut, ,cGhpbGFkZWxwaGlhOjQyODU0,43.2200012,50.3499985
1233,Curb Paint,Yellow,cGhpbGFkZWxwaGlhOjQyODU0,50.3499985,51.5699997
1234,Curb Cut, ,cGhpbGFkZWxwaGlhOjQyODY0,40.6800003,48.2400017
1235,Curb Cut, ,cGhpbGFkZWxwaGlhOjQyODY2,18.1800003,24.6200008
1236,Curb Cut, ,cGhpbGFkZWxwaGlhOjQyODY3,28.7299995,34.5600014
1237,Pavement Marking,Diagonal Lines,cGhpbGFkZWxwaGlhOjQyODY3,68.0599976,82.5699997
1238,Pavement Marking,Diagonal Lines,cGhpbGFkZWxwaGlhOjQyODcw,109.4000015,127.7900009
1239,Curb Cut, ,cGhpbGFkZWxwaGlhOjQyODcy,5.6700001,15.8400002
1240,Curb Paint,Yellow,cGhpbGFkZWxwaGlhOjQyODcy,15.9700003,41.5200005
1241,Construction Zone, ,cGhpbGFkZWxwaGlhOjQyODcy,49.5299988,63.1500015
1242,Construction Zone, ,cGhpbGFkZWxwaGlhOjQyODcz,15.9099998,53.8300018
1243,Construction Zone, ,cGhpbGFkZWxwaGlhOjQyODc1,24.4300003,37.2999992
1244,Curb Cut, ,cGhpbGFkZWxwaGlhOjQyODc1,43.8400002,49.2599983
1245,Curb Paint,Yellow,cGhpbGFkZWxwaGlhOjQyODc3,8.0100002,31.5599995
1246,Curb Cut, ,cGhpbGFkZWxwaGlhOjQyODg3,2.5300000,6.7300000
1247,Curb Cut, ,cGhpbGFkZWxwaGlhOjQyODg5,31.0300007,34.5999985
1248,Curb Cut, ,cGhpbGFkZWxwaGlhOjQyODkw,32.7700005,38.5800018
1249,Curb Cut, ,cGhpbGFkZWxwaGlhOjQyOTIz,13.7500000,18.4799995
1250,Curb Paint,Yellow,cGhpbGFkZWxwaGlhOjQyOTI0,31.7800007,64.1800003
1251,Curb Cut, ,cGhpbGFkZWxwaGlhOjQyOTUz,34.0800018,50.2799988
1252,Empty Curb, ,cGhpbGFkZWxwaGlhOjQyOTU0,0.0000000,102.7900009
1253,Curb Cut, ,cGhpbGFkZWxwaGlhOjQyOTgz,29.7900009,41.2999992
1254,Curb Cut, ,cGhpbGFkZWxwaGlhOjQyOTgz,81.6500015,89.1600037
1255,Curb Cut, ,cGhpbGFkZWxwaGlhOjQyOTg0,37.7500000,42.5600014
1256,Curb Cut, ,cGhpbGFkZWxwaGlhOjQyOTg0,44.5499992,47.8699989
1257,Curb Cut, ,cGhpbGFkZWxwaGlhOjQyOTg0,53.7900009,56.3300018
1258,Curb Cut, ,cGhpbGFkZWxwaGlhOjQyOTg0,59.3699989,62.7900009
1259,Curb Cut, ,cGhpbGFkZWxwaGlhOjQyOTg0,65.7600021,68.9300003
1260,Curb Cut, ,cGhpbGFkZWxwaGlhOjQyOTg0,72.5299988,75.9300003
1261,Curb Cut, ,cGhpbGFkZWxwaGlhOjQyOTg2,61.4500008,65.4899979
1262,Curb Cut, ,cGhpbGFkZWxwaGlhOjQyOTg3,29.1800003,34.7299995
1263,Curb Cut, ,cGhpbGFkZWxwaGlhOjQyOTg4,35.8899994,55.7599983
1264,Curb Cut, ,cGhpbGFkZWxwaGlhOjQyOTky,62.5800018,68.8499985
1265,Curb Cut, ,cGhpbGFkZWxwaGlhOjQyOTk0,23.5599995,35.4900017
1266,Curb Paint,Red,cGhpbGFkZWxwaGlhOjQyOTk1,0.0300000,9.1899996
1267,Curb Cut, ,cGhpbGFkZWxwaGlhOjQyOTk1,62.7400017,66.8700027
1268,Curb Cut, ,cGhpbGFkZWxwaGlhOjQyOTk1,112.8799973,119.8799973
1269,Curb Cut, ,cGhpbGFkZWxwaGlhOjQyOTk1,148.3999939,151.6799927
1270,Curb Cut, ,cGhpbGFkZWxwaGlhOjQyOTk2,29.7199993,36.6300011
1271,Curb Cut, ,cGhpbGFkZWxwaGlhOjQyOTk3,36.0699997,40.8100014
1272,Curb Cut, ,cGhpbGFkZWxwaGlhOjQyOTk3,52.3699989,58.4700012
1273,Curb Cut, ,cGhpbGFkZWxwaGlhOjQyOTk3,75.9199982,85.5400009
1274,Curb Cut, ,cGhpbGFkZWxwaGlhOjQyOTk3,118.4199982,122.9700012
1275,Curb Paint,Yellow,cGhpbGFkZWxwaGlhOjQyOTk4,21.4599991,26.8400002
1276,Curb Cut, ,cGhpbGFkZWxwaGlhOjQzMDE5,0.3700000,11.2700005
1277,Curb Cut, ,cGhpbGFkZWxwaGlhOjQzMDE5,34.0099983,39.2299995
1278,Curb Cut, ,cGhpbGFkZWxwaGlhOjQzMDE5,43.7700005,52.6599998
1279,Curb Cut, ,cGhpbGFkZWxwaGlhOjQzMDIz,22.5599995,30.6700001
1280,Curb Cut, ,cGhpbGFkZWxwaGlhOjQzMDIz,40.6899986,49.3300018
1281,Curb Paint,Yellow,cGhpbGFkZWxwaGlhOjQzMDIz,58.7599983,92.8000031
1282,No-Parking Curb, ,cGhpbGFkZWxwaGlhOjQzMDI2,0.0000000,39.1105995
1283,Curb Cut, ,cGhpbGFkZWxwaGlhOjQzMDI3,19.5799999,23.9400005
1284,Curb Cut, ,cGhpbGFkZWxwaGlhOjQzMDI5,75.6200027,92.4899979
1285,Curb Cut, ,cGhpbGFkZWxwaGlhOjQzMjI5,0.0000000,1.0000000
1286,Pavement Marking,Diagonal Lines,cGhpbGFkZWxwaGlhOjQzMjMw,9.9399996,58.4700012
1287,Curb Cut, ,cGhpbGFkZWxwaGlhOjQzMjMw,58.4700012,65.8000031
1288,Pavement Marking,Diagonal Lines,cGhpbGFkZWxwaGlhOjQzMjMw,65.8000031,70.3899994
1289,Curb Cut, ,cGhpbGFkZWxwaGlhOjQzMjMx,40.1800003,48.3499985
1290,Curb Cut, ,cGhpbGFkZWxwaGlhOjQzMjMx,52.2500000,58.1899986
1291,Curb Cut, ,cGhpbGFkZWxwaGlhOjQzMjMx,63.7099991,69.6900024
1292,Curb Cut, ,cGhpbGFkZWxwaGlhOjQzMjMx,90.4100037,95.5500031
1293,Curb Cut, ,cGhpbGFkZWxwaGlhOjQzMjMy,46.9399986,76.0899963
1294,Curb Cut, ,cGhpbGFkZWxwaGlhOjQzMjM0,34.4599991,43.6500015
1295,Curb Paint,Yellow,cGhpbGFkZWxwaGlhOjQzMjM0,43.6500015,43.7000008
1296,Curb Cut, ,cGhpbGFkZWxwaGlhOjQzMjM0,63.7500000,71.9000015
1297,Curb Paint,Yellow,cGhpbGFkZWxwaGlhOjQzMjM1,46.0600014,51.9700012
1298,Curb Cut, ,cGhpbGFkZWxwaGlhOjQzMjM1,54.2400017,62.3499985
1299,Curb Cut, ,cGhpbGFkZWxwaGlhOjQzMjM1,64.6100006,76.5199966
1300,Curb Cut, ,cGhpbGFkZWxwaGlhOjQzMjM2,31.1900005,41.0699997
1301,Curb Paint,Yellow,cGhpbGFkZWxwaGlhOjQzMjM2,43.0000000,43.2000008
1302,Curb Cut, ,cGhpbGFkZWxwaGlhOjQzMjM2,43.2000008,48.5099983
1303,Curb Paint,Yellow,cGhpbGFkZWxwaGlhOjQzMjM2,48.5099983,48.6399994
1304,No-Parking Curb, ,cGhpbGFkZWxwaGlhOjQzMjU4,0.0000000,48.7603989
1305,Curb Cut, ,cGhpbGFkZWxwaGlhOjQzNTgw,12.0900002,18.6200008
1306,Curb Cut, ,cGhpbGFkZWxwaGlhOjQzNTgw,30.9599991,40.4900017
1307,Curb Paint,Yellow,cGhpbGFkZWxwaGlhOjQzNTgw,40.4900017,40.5299988
1308,Curb Cut, ,cGhpbGFkZWxwaGlhOjQzNTgw,51.7099991,55.3699989
1309,Curb Cut, ,cGhpbGFkZWxwaGlhOjQzNTgw,62.3100014,71.9400024
1310,Curb Paint,Yellow,cGhpbGFkZWxwaGlhOjQzNTgw,71.9400024,72.3000031
1311,Curb Cut, ,cGhpbGFkZWxwaGlhOjQzNTgw,112.0000000,118.3000031
1312,Curb Paint,Yellow,cGhpbGFkZWxwaGlhOjQzNTgw,118.3000031,120.5699997
1313,Bulbout, ,cGhpbGFkZWxwaGlhOjQzNTgx,20.0900002,23.4400005
1314,Curb Paint,Yellow,cGhpbGFkZWxwaGlhOjQzNTgx,23.7399998,52.4700012
1315,Bulbout, ,cGhpbGFkZWxwaGlhOjQzNTgx,157.5000000,180.4700012
1316,Curb Cut, ,cGhpbGFkZWxwaGlhOjQzNTgx,180.4700012,192.6699982
1317,Bulbout, ,cGhpbGFkZWxwaGlhOjQzNTgx,192.6699982,199.3500061
1318,Curb Cut, ,cGhpbGFkZWxwaGlhOjQzNjQz,88.1999969,93.5400009
1319,Curb Cut, ,cGhpbGFkZWxwaGlhOjQzNjQ0,7.2300000,19.7299995
1320,Bulbout, ,cGhpbGFkZWxwaGlhOjQzNjQ0,30.4200001,42.4599991
1321,Curb Cut, ,cGhpbGFkZWxwaGlhOjQzNjQ0,172.3300018,175.0399933
