OID_,type,subtype,curb_id,dist_s_m,dist_e_m
1322,Bulbout, ,cGhpbGFkZWxwaGlhOjQzNjQ0,179.0000000,182.9900055
1323,Curb Cut, ,cGhpbGFkZWxwaGlhOjQzNjQ1,60.7799988,66.3300018
1324,Curb Cut, ,cGhpbGFkZWxwaGlhOjQzODE1,12.4099998,20.8799992
1325,Curb Cut, ,cGhpbGFkZWxwaGlhOjQzODk1,17.8099995,26.9599991
1326,Curb Cut, ,cGhpbGFkZWxwaGlhOjQzOTMw,37.4700012,39.9000015
1327,Curb Cut, ,cGhpbGFkZWxwaGlhOjQzOTMx,44.5000000,49.8300018
1328,Curb Cut, ,cGhpbGFkZWxwaGlhOjQzOTM2,51.0000000,55.1899986
1329,Curb Cut, ,cGhpbGFkZWxwaGlhOjQzOTM3,41.7299995,51.1800003
1330,Curb Cut, ,cGhpbGFkZWxwaGlhOjQzOTM4,51.9599991,70.8499985
1331,No-Parking Curb, ,cGhpbGFkZWxwaGlhOjQ0MDg1,0.0000000,89.8640976
1332,No-Parking Curb, ,cGhpbGFkZWxwaGlhOjQ0MDg2,0.0000000,130.5019989
1333,No-Parking Curb, ,cGhpbGFkZWxwaGlhOjQ0MDg3,0.0000000,130.4440002
1334,Bulbout, ,cGhpbGFkZWxwaGlhOjQ0MTAy,3.7200000,5.8499999
1335,Bulbout, ,cGhpbGFkZWxwaGlhOjQ0MTAy,6.1900001,9.2200003
1336,Curb Cut, ,cGhpbGFkZWxwaGlhOjQ0MTAy,78.6999969,81.5599976
1337,Bulbout, ,cGhpbGFkZWxwaGlhOjQ0MTAy,81.7399979,83.2099991
1338,Bulbout, ,cGhpbGFkZWxwaGlhOjQ0MTAz,45.9000015,49.2099991
1339,Bulbout, ,cGhpbGFkZWxwaGlhOjQ0MTAz,52.5999985,56.4199982
1340,Bulbout, ,cGhpbGFkZWxwaGlhOjQ0MTAz,109.0699997,113.2300034
1341,Bulbout, ,cGhpbGFkZWxwaGlhOjQ0MTAz,116.8700027,126.6200027
1342,Curb Cut, ,cGhpbGFkZWxwaGlhOjQ0MTAz,126.7600021,129.1799927
1343,Bulbout, ,cGhpbGFkZWxwaGlhOjQ0MjYz,0.4800000,31.9500008
1344,Curb Cut, ,cGhpbGFkZWxwaGlhOjQ0MjYz,65.6399994,81.5699997
1345,Curb Cut, ,cGhpbGFkZWxwaGlhOjQ0MjYz,32.1199989,39.5400009
1346,Curb Cut, ,cGhpbGFkZWxwaGlhOjQ0MjYz,63.0000000,77.9199982
1347,Curb Cut, ,cGhpbGFkZWxwaGlhOjQ0MjY0,21.8600006,31.3199997
1348,Curb Cut, ,cGhpbGFkZWxwaGlhOjQ0MjY0,42.6599998,52.6100006
1349,Curb Cut, ,cGhpbGFkZWxwaGlhOjQ0MjY1,4.7199998,17.5300007
1350,Bulbout, ,cGhpbGFkZWxwaGlhOjQ0MjY1,165.8699951,192.2799988
1351,Pavement Marking,Diagonal Lines,cGhpbGFkZWxwaGlhOjQ0MjY1,192.2799988,200.0700073
1352,Curb Cut, ,cGhpbGFkZWxwaGlhOjQ0MjY2,10.6400003,14.4399996
1353,Curb Cut, ,cGhpbGFkZWxwaGlhOjQ0MjY2,40.8800011,46.3800011
1354,Bulbout, ,cGhpbGFkZWxwaGlhOjQ0MzI0,12.3500004,18.6100006
1355,Curb Cut, ,cGhpbGFkZWxwaGlhOjQ0MzI0,31.2900009,39.9199982
1356,Curb Cut, ,cGhpbGFkZWxwaGlhOjQ0MzI0,80.3099976,91.7699966
1357,Curb Cut, ,cGhpbGFkZWxwaGlhOjQ0MzI1,22.9699993,35.7200012
1358,Curb Cut, ,cGhpbGFkZWxwaGlhOjQ0MzI1,37.6199989,44.0200005
1359,Pavement Marking,Bike,cGhpbGFkZWxwaGlhOjQ0MzI2,1.5200000,22.2299995
1360,Pavement Marking,Diagonal Lines,cGhpbGFkZWxwaGlhOjQ0MzI2,22.3700008,26.6499996
1361,Pavement Marking,Diagonal Lines,cGhpbGFkZWxwaGlhOjQ0MzI2,179.0399933,194.3600006
1362,Curb Cut, ,cGhpbGFkZWxwaGlhOjQ0MzI3,33.0200005,38.1199989
1363,Curb Cut, ,cGhpbGFkZWxwaGlhOjQ0MzI3,90.3399963,101.3600006
1364,Curb Cut, ,cGhpbGFkZWxwaGlhOjQ0NTIz,2.9200001,13.2200003
1365,Curb Cut, ,cGhpbGFkZWxwaGlhOjQ0NTIz,42.7200012,51.6899986
1366,Curb Cut, ,cGhpbGFkZWxwaGlhOjQ0NTIz,61.8100014,69.4599991
1367,Curb Cut, ,cGhpbGFkZWxwaGlhOjQ0NTI1,16.4599991,27.7700005
1368,Curb Paint,Yellow,cGhpbGFkZWxwaGlhOjQ0NTI1,27.7700005,28.0699997
1369,No-Parking Curb, ,cGhpbGFkZWxwaGlhOjQ0NTI2,0.0000000,91.0587006
1370,Curb Cut, ,cGhpbGFkZWxwaGlhOjQ0NTI4,104.1200027,113.0800018
1371,Curb Cut, ,cGhpbGFkZWxwaGlhOjQ0NTY0,13.6199999,21.4200001
1372,Curb Cut, ,cGhpbGFkZWxwaGlhOjQ0NTY0,62.9300003,71.1900024
1373,Curb Cut, ,cGhpbGFkZWxwaGlhOjQ0ODY3,100.5400009,110.5800018
1374,Curb Cut, ,cGhpbGFkZWxwaGlhOjQ0ODY5,26.5799999,34.0000000
1375,Curb Cut, ,cGhpbGFkZWxwaGlhOjQ0ODY5,53.0400009,57.6800003
1376,Pavement Marking,Diagonal Lines,cGhpbGFkZWxwaGlhOjQ0ODcw,6.7399998,25.3199997
1377,Curb Cut, ,cGhpbGFkZWxwaGlhOjQ0ODcw,25.3199997,34.7500000
1378,Curb Cut, ,cGhpbGFkZWxwaGlhOjQ0ODcw,64.0100021,72.3000031
1379,Curb Cut, ,cGhpbGFkZWxwaGlhOjQ0ODcw,83.6100006,93.8700027
1380,Curb Cut, ,cGhpbGFkZWxwaGlhOjQ0ODcw,162.6199951,169.1900024
1381,Pavement Marking,Diagonal Lines,cGhpbGFkZWxwaGlhOjQ0ODg3,51.8499985,63.5600014
1382,Curb Cut, ,cGhpbGFkZWxwaGlhOjQ0ODg3,63.5600014,73.6399994
1383,Pavement Marking,Diagonal Lines,cGhpbGFkZWxwaGlhOjQ0ODg3,73.6399994,82.0199966
1384,Curb Cut, ,cGhpbGFkZWxwaGlhOjQ0ODg3,91.3899994,97.3199997
1385,Curb Cut, ,cGhpbGFkZWxwaGlhOjQ0ODg3,120.8099976,127.6900024
1386,Construction Zone, ,cGhpbGFkZWxwaGlhOjQ0ODg4,83.4000015,95.5199966
1387,Curb Cut, ,cGhpbGFkZWxwaGlhOjQ0ODg5,17.2299995,23.8899994
1388,Curb Cut, ,cGhpbGFkZWxwaGlhOjQ0ODg5,38.7799988,45.2000008
1389,Bulbout, ,cGhpbGFkZWxwaGlhOjQ0ODkw,34.3899994,38.9099998
1390,Curb Cut, ,cGhpbGFkZWxwaGlhOjQ0ODkw,38.9099998,46.5499992
1391,Curb Cut, ,cGhpbGFkZWxwaGlhOjQ0ODkw,162.1900024,170.6499939
1392,Pavement Marking,Diagonal Lines,cGhpbGFkZWxwaGlhOjQ0ODkw,183.8399963,208.4299927
1393,Construction Zone, ,cGhpbGFkZWxwaGlhOjQ1NjA2,9.0900002,29.3400002
1394,Curb Cut, ,cGhpbGFkZWxwaGlhOjQ1NjEz,27.2600002,31.4300003
1395,Curb Cut, ,cGhpbGFkZWxwaGlhOjQ1NjEz,55.6100006,59.9000015
1396,Bulbout, ,cGhpbGFkZWxwaGlhOjQ1NjE1,1.2600000,31.2399998
1397,Curb Paint,Yellow,cGhpbGFkZWxwaGlhOjQ1NjE1,31.2399998,69.6100006
1398,Bulbout, ,cGhpbGFkZWxwaGlhOjQ1NjE1,69.6100006,97.6200027
1399,Curb Cut, ,cGhpbGFkZWxwaGlhOjQ1NjE1,97.6200027,104.9199982
1400,Bulbout, ,cGhpbGFkZWxwaGlhOjQ1NjE1,104.9199982,120.1999969
1401,Curb Cut, ,cGhpbGFkZWxwaGlhOjQ1NjE3,19.7700005,32.4300003
1402,Curb Cut, ,cGhpbGFkZWxwaGlhOjQ1NjE3,46.2700005,56.6199989
1403,Curb Paint,Yellow,cGhpbGFkZWxwaGlhOjQ1Njgw,58.2599983,62.0800018
1404,Curb Cut, ,cGhpbGFkZWxwaGlhOjQ1Njgw,62.0800018,71.0000000
1405,Curb Paint,Yellow,cGhpbGFkZWxwaGlhOjQ1Njgw,71.0000000,79.5400009
1406,Curb Cut, ,cGhpbGFkZWxwaGlhOjQ1Njgx,3.2500000,3.2900000
1407,Curb Cut, ,cGhpbGFkZWxwaGlhOjQ1Njg0,59.8199997,69.7200012
1408,Curb Cut, ,cGhpbGFkZWxwaGlhOjQ2MDY3,15.8900003,25.0300007
1409,Curb Paint,Yellow,cGhpbGFkZWxwaGlhOjQ2MDY3,25.0300007,27.3899994
1410,Curb Cut, ,cGhpbGFkZWxwaGlhOjQ2MDY3,35.7700005,43.0099983
1411,Curb Cut, ,cGhpbGFkZWxwaGlhOjQ2MDY4,35.0999985,50.5099983
1412,Curb Cut, ,cGhpbGFkZWxwaGlhOjQ2MDY5,24.9699993,33.5299988
1413,Curb Cut, ,cGhpbGFkZWxwaGlhOjQ2MDcw,36.2999992,39.1699982
1414,Curb Cut, ,cGhpbGFkZWxwaGlhOjQ2MDcx,59.2999992,68.4599991
1415,Curb Cut, ,cGhpbGFkZWxwaGlhOjQ2MDcx,82.5100021,91.8300018
1416,Curb Cut, ,cGhpbGFkZWxwaGlhOjQ2MDcx,95.5999985,104.8899994
1417,Curb Cut, ,cGhpbGFkZWxwaGlhOjQ2MDgx,6.2900000,9.6800003
1418,Curb Cut, ,cGhpbGFkZWxwaGlhOjQ2MDgx,12.1899996,15.5799999
1419,Curb Cut, ,cGhpbGFkZWxwaGlhOjQ2MDgx,17.3299999,20.4400005
1420,Curb Cut, ,cGhpbGFkZWxwaGlhOjQ2MTUx,24.8199997,33.8899994
1421,Curb Cut, ,cGhpbGFkZWxwaGlhOjQ2MTUy,9.4200001,19.6100006
1422,Parklet, ,cGhpbGFkZWxwaGlhOjQ2MTUz,55.3699989,64.3199997
1423,Curb Cut, ,cGhpbGFkZWxwaGlhOjQ2MTU0,8.0299997,12.6000004
1424,Pavement Marking,Diagonal Lines,cGhpbGFkZWxwaGlhOjQ2MTU1,0.5300000,15.3900003
1425,Curb Paint,Yellow,cGhpbGFkZWxwaGlhOjQ2MTU1,23.2299995,26.9099998
1426,Curb Cut, ,cGhpbGFkZWxwaGlhOjQ2MTU1,26.9099998,42.0699997
1427,Curb Paint,Yellow,cGhpbGFkZWxwaGlhOjQ2MTU1,42.0699997,49.8800011
1428,Curb Cut, ,cGhpbGFkZWxwaGlhOjQ2MTU1,49.8800011,58.6500015
1429,Curb Paint,Yellow,cGhpbGFkZWxwaGlhOjQ2MTU1,58.6500015,59.3899994
1430,Curb Cut, ,cGhpbGFkZWxwaGlhOjQ2MTU1,79.7799988,90.1500015
1431,Curb Cut, ,cGhpbGFkZWxwaGlhOjQ2MTU2,53.8199997,58.5800018
1432,Curb Cut, ,cGhpbGFkZWxwaGlhOjQ2MTU3,11.7399998,13.7200003
1433,Curb Cut, ,cGhpbGFkZWxwaGlhOjQ2MTY1,22.1499996,24.9099998
1434,Curb Cut, ,cGhpbGFkZWxwaGlhOjQ2MTY1,27.0300007,29.9400005
1435,Curb Cut, ,cGhpbGFkZWxwaGlhOjQ3NzAx,64.5000000,67.9499969
1436,Curb Cut, ,cGhpbGFkZWxwaGlhOjQ3NzAx,155.9299927,160.8200073
1437,Curb Cut, ,cGhpbGFkZWxwaGlhOjQ3NzAx,188.0700073,199.8300018
1438,Curb Cut, ,cGhpbGFkZWxwaGlhOjQ3NzAx,207.4400024,224.4400024
1439,Curb Cut, ,cGhpbGFkZWxwaGlhOjQ3NzQ4,51.2799988,58.1300011
1440,Curb Cut, ,cGhpbGFkZWxwaGlhOjQ3NzQ4,68.4300003,73.2099991
1441,Curb Cut, ,cGhpbGFkZWxwaGlhOjQ3NzQ4,97.5299988,104.0999985
1442,Curb Cut, ,cGhpbGFkZWxwaGlhOjQ3NzQ4,110.2399979,165.5399933
1443,Curb Cut, ,cGhpbGFkZWxwaGlhOjQ4OTEw,72.6200027,81.0199966
1444,Curb Cut, ,cGhpbGFkZWxwaGlhOjQ4OTEx,41.6899986,47.2299995
1445,Curb Cut, ,cGhpbGFkZWxwaGlhOjQ4OTM0,55.2299995,63.0400009
1446,Curb Cut, ,cGhpbGFkZWxwaGlhOjQ4OTM0,132.1499939,135.6999969
1447,Curb Cut, ,cGhpbGFkZWxwaGlhOjQ4OTM1,46.0800018,48.8800011
1448,Curb Cut, ,cGhpbGFkZWxwaGlhOjQ4OTM1,73.0599976,75.3600006
1449,Curb Cut, ,cGhpbGFkZWxwaGlhOjQ4OTM2,41.3199997,46.7400017
1450,Curb Cut, ,cGhpbGFkZWxwaGlhOjQ5NDc4,45.4599991,50.2000008
1451,Pavement Marking,Diagonal Lines,cGhpbGFkZWxwaGlhOjQ5NDc4,60.7200012,66.0899963
1452,Curb Cut, ,cGhpbGFkZWxwaGlhOjQ5NDc4,81.9000015,86.9899979
1453,Curb Cut, ,cGhpbGFkZWxwaGlhOjQ5NDc5,42.8899994,48.5999985
1454,Pavement Marking,Diagonal Lines,cGhpbGFkZWxwaGlhOjQ5NDc5,48.5999985,55.4700012
1455,Curb Cut, ,cGhpbGFkZWxwaGlhOjQ5NDgw,45.7700005,61.2000008
1456,Curb Cut, ,cGhpbGFkZWxwaGlhOjQ5NDgw,96.9700012,101.5500031
1457,Curb Cut, ,cGhpbGFkZWxwaGlhOjQ5NDgw,107.7699966,114.8600006
1458,Curb Cut, ,cGhpbGFkZWxwaGlhOjQ5NTEx,25.1000004,40.4199982
1459,Curb Cut, ,cGhpbGFkZWxwaGlhOjQ5NTEx,80.8899994,84.0199966
1460,Curb Cut, ,cGhpbGFkZWxwaGlhOjQ5NTEy,59.5699997,72.8000031
1461,Curb Cut, ,cGhpbGFkZWxwaGlhOjQ5NTEz,27.2000008,37.2500000
1462,Curb Cut, ,cGhpbGFkZWxwaGlhOjQ5NTEz,57.4399986,66.2500000
1463,Curb Cut, ,cGhpbGFkZWxwaGlhOjQ5NTEz,104.4100037,109.1800003
1464,Curb Cut, ,cGhpbGFkZWxwaGlhOjQ5NTEz,153.1499939,162.9100037
1465,Curb Cut, ,cGhpbGFkZWxwaGlhOjUwMzEx,40.4099998,46.5999985
1466,Curb Cut, ,cGhpbGFkZWxwaGlhOjUwMzEx,52.2099991,58.2500000
1467,Curb Cut, ,cGhpbGFkZWxwaGlhOjUwMzEx,63.9599991,69.9899979
1468,Curb Cut, ,cGhpbGFkZWxwaGlhOjUwMzEx,86.7300034,92.6999969
1469,Pavement Marking,Diagonal Lines,cGhpbGFkZWxwaGlhOjUwMzEx,99.7300034,114.0400009
1470,Curb Cut, ,cGhpbGFkZWxwaGlhOjUwMzEy,21.8999996,29.5200005
1471,Curb Cut, ,cGhpbGFkZWxwaGlhOjUwMzEy,49.9099998,62.7799988
1472,Pavement Marking,Diagonal Lines,cGhpbGFkZWxwaGlhOjUwMzEz,37.5000000,43.9700012
1473,Curb Cut, ,cGhpbGFkZWxwaGlhOjUwMzE0,6.5300002,17.3199997
1474,Curb Cut, ,cGhpbGFkZWxwaGlhOjUwMzE0,44.2400017,58.1899986
1475,Curb Cut, ,cGhpbGFkZWxwaGlhOjUwMzE0,79.6999969,92.1299973
1476,Curb Cut, ,cGhpbGFkZWxwaGlhOjUwMzE0,152.4100037,160.7599945
1477,Pavement Marking,Diagonal Lines,cGhpbGFkZWxwaGlhOjUwMzE0,192.7799988,204.6600037
1478,No-Parking Curb, ,cGhpbGFkZWxwaGlhOjUwMzE1,0.0000000,114.7639999
1479,Curb Cut, ,cGhpbGFkZWxwaGlhOjUwMzE2,25.9899998,28.1900005
1480,Curb Paint,Yellow,cGhpbGFkZWxwaGlhOjUwMzE2,76.5100021,80.2699966
1481,Curb Cut, ,cGhpbGFkZWxwaGlhOjUwMzE2,80.3899994,87.0699997
1482,Curb Paint,Yellow,cGhpbGFkZWxwaGlhOjUwMzE2,87.2600021,96.0000000
1483,Construction Zone, ,cGhpbGFkZWxwaGlhOjUwMzE4,0.1000000,58.1899986
1484,Curb Cut, ,cGhpbGFkZWxwaGlhOjUwMzE4,58.1899986,70.8899994
1485,Curb Cut, ,cGhpbGFkZWxwaGlhOjUwMzE4,126.5199966,141.3200073
1486,Curb Cut, ,cGhpbGFkZWxwaGlhOjUwMzE4,149.6499939,156.6499939
1487,Pavement Marking,Diagonal Lines,cGhpbGFkZWxwaGlhOjUwOTA1,2.5400000,7.2500000
1488,Curb Cut, ,cGhpbGFkZWxwaGlhOjUwOTA1,7.2500000,23.1299992
1489,Pavement Marking,Diagonal Lines,cGhpbGFkZWxwaGlhOjUwOTA1,23.1299992,27.1599998
1490,Curb Cut, ,cGhpbGFkZWxwaGlhOjUwOTA1,27.1599998,37.1800003
1491,Curb Cut, ,cGhpbGFkZWxwaGlhOjUwOTA2,37.6300011,53.0900002
1492,Curb Cut, ,cGhpbGFkZWxwaGlhOjUwOTEw,48.2999992,55.7799988
1493,Curb Paint,Yellow,cGhpbGFkZWxwaGlhOjUxMTk3,0.0000000,63.8699989
1494,Empty Curb, ,cGhpbGFkZWxwaGlhOjUxMTk4,0.0000000,42.1072998
1495,Curb Cut, ,cGhpbGFkZWxwaGlhOjUxMTk5,3.6400001,8.7600002
1496,Curb Cut, ,cGhpbGFkZWxwaGlhOjUxMjAw,33.5200005,39.5099983
1497,Curb Cut, ,cGhpbGFkZWxwaGlhOjUxMjAx,67.8399963,71.6100006
1498,Curb Cut, ,cGhpbGFkZWxwaGlhOjUxMjA3,10.8900003,14.2799997
1499,Curb Cut, ,cGhpbGFkZWxwaGlhOjUxMjA3,29.2299995,34.9099998
1500,Curb Cut, ,cGhpbGFkZWxwaGlhOjUxMjEw,47.2900009,53.7999992
1501,Curb Cut, ,cGhpbGFkZWxwaGlhOjUxMjEx,38.2200012,48.1899986
1502,Curb Cut, ,cGhpbGFkZWxwaGlhOjUxMjEy,25.3899994,30.9300003
1503,Curb Cut, ,cGhpbGFkZWxwaGlhOjUxMjEy,42.1300011,49.8400002
1504,Curb Cut, ,cGhpbGFkZWxwaGlhOjUxMjEz,34.5099983,42.2400017
1505,Curb Cut, ,cGhpbGFkZWxwaGlhOjUxMjE0,19.8500004,29.3899994
1506,Curb Cut, ,cGhpbGFkZWxwaGlhOjUxMjE2,36.0800018,46.7799988
1507,Curb Cut, ,cGhpbGFkZWxwaGlhOjUzNzQ4,91.3000031,108.0000000
1508,Curb Cut, ,cGhpbGFkZWxwaGlhOjUzNzQ4,129.4799957,148.6799927
1509,Curb Cut, ,cGhpbGFkZWxwaGlhOjUzNzUy,31.0699997,38.1199989
1510,Curb Cut, ,cGhpbGFkZWxwaGlhOjUzNzUy,40.9900017,48.7900009
1511,Curb Cut, ,cGhpbGFkZWxwaGlhOjUzNzU1,46.0299988,54.5299988
1512,Curb Cut, ,cGhpbGFkZWxwaGlhOjUzNzU1,96.8099976,103.1399994
1513,Pavement Marking,Diagonal Lines,cGhpbGFkZWxwaGlhOjUzNzU1,131.9299927,145.8899994
1514,Curb Cut, ,cGhpbGFkZWxwaGlhOjUzNzU2,23.4699993,31.6000004
1515,Pavement Marking,Diagonal Lines,cGhpbGFkZWxwaGlhOjUzNzU2,73.3899994,87.4800034
1516,Curb Cut, ,cGhpbGFkZWxwaGlhOjUzNzU4,0.0000000,25.8999996
1517,No-Parking Curb, ,cGhpbGFkZWxwaGlhOjU0MjAw,0.0000000,51.3219986
1518,Curb Cut, ,cGhpbGFkZWxwaGlhOjU0MjAx,7.2399998,14.7799997
1519,Curb Cut, ,cGhpbGFkZWxwaGlhOjU0MjAx,36.9500008,48.5299988
1520,Curb Cut, ,cGhpbGFkZWxwaGlhOjU0MjAx,66.4199982,75.9599991
1521,Pavement Marking,Diagonal Lines,cGhpbGFkZWxwaGlhOjU0MjYy,72.9800034,95.1600037
1522,Curb Cut, ,cGhpbGFkZWxwaGlhOjU0MjYz,13.4099998,33.9500008
1523,Pavement Marking,Diagonal Lines,cGhpbGFkZWxwaGlhOjU0MjY0,5.5500002,19.9200001
1524,Bulbout, ,cGhpbGFkZWxwaGlhOjU0MjY0,95.0800018,102.2099991
1525,Curb Cut, ,cGhpbGFkZWxwaGlhOjU4ODM4,25.5699997,33.0800018
1526,Bulbout, ,cGhpbGFkZWxwaGlhOjU4ODM5,3.5300000,15.5799999
1527,Curb Cut, ,cGhpbGFkZWxwaGlhOjU4ODM5,23.7500000,27.2500000
1528,Curb Cut, ,cGhpbGFkZWxwaGlhOjU4ODM5,42.6599998,46.6500015
1529,Curb Cut, ,cGhpbGFkZWxwaGlhOjU4ODQy,11.8699999,15.7799997
1530,Curb Cut, ,cGhpbGFkZWxwaGlhOjU4ODQy,24.8700008,34.7599983
1531,Curb Cut, ,cGhpbGFkZWxwaGlhOjU4ODQy,41.5400009,42.0299988
1532,Curb Cut, ,cGhpbGFkZWxwaGlhOjU4ODQz,10.7299995,28.9200001
1533,Curb Cut, ,cGhpbGFkZWxwaGlhOjU4ODQz,39.8300018,41.6500015
1534,Curb Cut, ,cGhpbGFkZWxwaGlhOjU4ODQz,45.3300018,55.6199989
1535,Construction Zone, ,cGhpbGFkZWxwaGlhOjU4OTAy,70.5299988,95.8300018
1536,Construction Zone, ,cGhpbGFkZWxwaGlhOjU4OTAz,1.0000000,38.4900017
1537,Curb Cut, ,cGhpbGFkZWxwaGlhOjU4OTA1,57.8499985,64.0800018
1538,Curb Cut, ,cGhpbGFkZWxwaGlhOjU4OTA1,67.2699966,74.3700027
1539,Pavement Marking,Diagonal Lines,cGhpbGFkZWxwaGlhOjU4OTA1,79.1500015,88.1600037
1540,Curb Cut, ,cGhpbGFkZWxwaGlhOjU4OTA2,64.2500000,70.6299973
1541,Curb Cut, ,cGhpbGFkZWxwaGlhOjU4OTA4,30.3999996,36.8100014
1542,Curb Cut, ,cGhpbGFkZWxwaGlhOjY0NTk2,58.0099983,63.6800003
1543,Bike Rack, ,cGhpbGFkZWxwaGlhOjY0NTk2,87.5400009,104.6200027
1544,Curb Cut, ,cGhpbGFkZWxwaGlhOjY0NTk4,37.8699989,44.5699997
1545,Curb Cut, ,cGhpbGFkZWxwaGlhOjY0NTk5,38.0400009,45.7200012
1546,Curb Cut, ,cGhpbGFkZWxwaGlhOjY0NTk5,52.1699982,88.0000000
1547,Curb Cut, ,cGhpbGFkZWxwaGlhOjY0NTk5,141.1699982,149.5399933
1548,Curb Cut, ,cGhpbGFkZWxwaGlhOjY0NjQ2,7.6999998,20.2500000
1549,Curb Cut, ,cGhpbGFkZWxwaGlhOjY0NjU1,32.6800003,36.9300003
1550,Pavement Marking,Bike,cGhpbGFkZWxwaGlhOjY0NjU1,1.4800000,60.6100006
1551,Pavement Marking,Bike,cGhpbGFkZWxwaGlhOjY0NjU2,3.5200000,63.1800003
1552,Pavement Marking,Bike,cGhpbGFkZWxwaGlhOjY0NjU3,4.2700000,17.8199997
1553,Curb Paint,Yellow,cGhpbGFkZWxwaGlhOjY0NjU3,17.8199997,18.7600002
1554,Curb Cut, ,cGhpbGFkZWxwaGlhOjY0NjU3,18.7600002,26.3600006
1555,Curb Paint,Yellow,cGhpbGFkZWxwaGlhOjY0NjU3,26.3600006,27.8400002
1556,Pavement Marking,Bike,cGhpbGFkZWxwaGlhOjY0NjU3,27.8400002,46.2700005
1557,Curb Cut, ,cGhpbGFkZWxwaGlhOjY0NjU3,46.2700005,50.8400002
1558,Pavement Marking,Bike,cGhpbGFkZWxwaGlhOjY0NjU3,50.8400002,81.6299973
1559,Curb Cut, ,cGhpbGFkZWxwaGlhOjY0NjU3,81.6299973,84.4599991
1560,Pavement Marking,Bike,cGhpbGFkZWxwaGlhOjY0NjU3,84.4599991,113.5100021
1561,Curb Cut, ,cGhpbGFkZWxwaGlhOjY0NjU3,113.5100021,119.1600037
1562,Pavement Marking,Bike,cGhpbGFkZWxwaGlhOjY0NjU3,119.1600037,120.1299973
1563,Pavement Marking,Bike,cGhpbGFkZWxwaGlhOjY0NjU4,4.5200000,77.2500000
1564,Curb Cut, ,cGhpbGFkZWxwaGlhOjY0NjYw,53.6500015,60.7900009
1565,Curb Paint,Yellow,cGhpbGFkZWxwaGlhOjY0NjYw,123.9499969,147.0599976
1566,Curb Cut, ,cGhpbGFkZWxwaGlhOjY0NjYw,90.8199997,98.0100021
1567,Curb Cut, ,cGhpbGFkZWxwaGlhOjY0NjYw,101.3099976,110.9599991
1568,Curb Cut, ,cGhpbGFkZWxwaGlhOjY0ODI2,45.3100014,53.0900002
1569,Curb Cut, ,cGhpbGFkZWxwaGlhOjY0ODI2,88.3199997,92.2500000
1570,Curb Paint,Yellow,cGhpbGFkZWxwaGlhOjY0ODI2,106.5400009,107.4100037
1571,Curb Cut, ,cGhpbGFkZWxwaGlhOjY0ODI2,107.4100037,115.5899963
1572,Curb Cut, ,cGhpbGFkZWxwaGlhOjY0ODI3,65.0500031,67.9100037
1573,Curb Cut, ,cGhpbGFkZWxwaGlhOjY0ODI3,71.3199997,73.7600021
1574,Curb Paint,Yellow,cGhpbGFkZWxwaGlhOjY0ODI3,77.5100021,79.7900009
1575,Curb Cut, ,cGhpbGFkZWxwaGlhOjY0ODI3,80.0999985,84.9899979
1576,Curb Paint,Yellow,cGhpbGFkZWxwaGlhOjY0ODI3,85.1800003,87.2399979
1577,Curb Cut, ,cGhpbGFkZWxwaGlhOjY0ODI3,87.3600006,92.4400024
1578,Curb Paint,Yellow,cGhpbGFkZWxwaGlhOjY0ODI3,92.8799973,103.8700027
1579,Curb Cut, ,cGhpbGFkZWxwaGlhOjY0ODI3,104.0400009,117.5800018
1580,Curb Cut, ,cGhpbGFkZWxwaGlhOjY0ODMw,88.6399994,92.0699997
1581,Curb Cut, ,cGhpbGFkZWxwaGlhOjY0ODMw,96.8799973,102.7699966
1582,Curb Cut, ,cGhpbGFkZWxwaGlhOjY0ODMx,92.8700027,100.9199982
1583,Curb Cut, ,cGhpbGFkZWxwaGlhOjY0ODMx,123.2799988,125.3399963
1584,Curb Cut, ,cGhpbGFkZWxwaGlhOjY0ODMx,126.6299973,130.4100037
1585,Curb Paint,Red,cGhpbGFkZWxwaGlhOjY0ODkx,49.1199989,63.4300003
1586,Curb Paint,Red,cGhpbGFkZWxwaGlhOjY0OTM1,0.0000000,5.0200000
1587,Curb Cut, ,cGhpbGFkZWxwaGlhOjY0OTM1,24.8500004,29.9300003
1588,Curb Paint,Yellow,cGhpbGFkZWxwaGlhOjcxNDA0,40.3300018,42.2000008
1589,Curb Cut, ,cGhpbGFkZWxwaGlhOjcxNDA0,42.3199997,52.4199982
1590,Curb Paint,Yellow,cGhpbGFkZWxwaGlhOjcxNDA0,52.6699982,55.0499992
1591,Curb Paint,Yellow,cGhpbGFkZWxwaGlhOjcxNDA0,73.4700012,74.4000015
1592,Curb Cut, ,cGhpbGFkZWxwaGlhOjcxNDA0,74.8099976,84.6699982
1593,Curb Paint,Yellow,cGhpbGFkZWxwaGlhOjcxNDA0,85.3899994,86.3399963
1594,Curb Cut, ,cGhpbGFkZWxwaGlhOjcxNDA1,23.0200005,28.3299999
1595,Curb Cut, ,cGhpbGFkZWxwaGlhOjcxNDA2,33.0999985,38.5499992
1596,Construction Zone, ,cGhpbGFkZWxwaGlhOjcxNDA3,0.0000000,71.8899994
1597,Curb Cut, ,cGhpbGFkZWxwaGlhOjcxNDY4,47.0499992,51.8800011
1598,Construction Zone, ,cGhpbGFkZWxwaGlhOjcxNDY5,0.0000000,14.3500004
